Employee Number,Employee Name,Date of Birth,Sex,Citizenship,Race,State,Zip,Marital Status,Department,Manager Name,Position,Performance Rank,Performance Score,Pay Rate,Employee Source,Employment Status,Date of Hire,Date of Termination,Reason for Termination
1408069481,"Dietrich, Jenna",1987-05-14,Female,US Citizen,White,WA,98052,Single,Sales,John Smith,Area Sales Manager,1,Performance Improvement Plan,55,Website Banner Ads,Active,2016-02-20,,N/A
1306059197,"Digitale, Alfred",1988-09-14,Male,US Citizen,Hispanic,NH,03062,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,56,Pay Per Click - Google,Active,2018-08-18,,N/A
1411071302,"Fraval, Maruk",1963-08-28,Male,US Citizen,African American,CT,06050,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Monster.com,Active,2015-09-06,,N/A
1204032843,"Friedman, Gerry",1969-02-24,Male,US Citizen,Hispanic,NY,10171,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,55.5,Diversity Job Fair,Active,2015-03-07,,N/A
1302053046,"Gill, Whitney",1971-07-10,Female,US Citizen,African American,OH,43050,Widowed,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Monster.com,Terminated for Cause,2018-07-07,2019-09-05,Attitude
1203032099,"Givens, Myriam",1989-09-22,Female,US Citizen,White,IN,46204,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Pay Per Click - Google,Active,2019-02-16,,N/A
1411071481,"Gonzales, Ricardo",1954-10-12,Male,US Citizen,White,ID,83706,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,55.5,Monster.com,Active,2018-05-12,,N/A
1001167253,"Guilianno, Mike",1969-02-09,Male,US Citizen,Hispanic,TN,37129,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Newspager/Magazine,Voluntarily Terminated,2015-03-07,2018-10-31,Relocation out of Area
1001084890,Jeremy Prater,1974-05-09,Male,US Citizen,White,NV,89139,Married,Sales,Lynn Daneault,Area Sales Manager,1,Performance Improvement Plan,56,Website Banner Ads,Active,2018-05-12,,N/A
1104025008,"Khemmich, Bartholemew",1979-11-27,Male,US Citizen,White,CO,80820,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Pay Per Click - Google,Active,2017-08-19,,N/A
1412071660,"Leruth, Giovanni",1988-12-27,Male,US Citizen,African American,UT,84111,Separated,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Website Banner Ads,Active,2016-04-30,,N/A
1209048771,"Martins, Joseph",1970-06-11,Male,Eligible NonCitizen,African American,TX,78207,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,56,Employee Referral,Active,2016-05-14,,N/A
1209049326,"McKinzie, Jac",1984-07-01,Male,US Citizen,Hispanic,TX,78789,Married,Sales,Lynn Daneault,Area Sales Manager,0,N/A,55,Website Banner Ads,Active,2020-07-06,,N/A
1306057978,"Mullaney, Howard",1975-11-02,Male,US Citizen,Hispanic,AL,36006,Single,Sales,John Smith,Area Sales Manager,2,Needs Improvement,55,Internet Search,Active,2018-09-29,,N/A
1111030684,"Nguyen, Dheepa",1989-03-31,Female,US Citizen,Hispanic,GA,30428,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Pay Per Click - Google,Active,2017-07-08,,N/A
1501072180,"Onque, Jasmine",1990-05-11,Female,US Citizen,White,FL,33174,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,57,Pay Per Click - Google,Active,2017-09-30,,N/A
0812011761,"Ozark, Travis",1982-05-19,Male,US Citizen,White,NC,27229,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Website Banner Ads,Active,2019-01-05,,N/A
1102024106,"Potts, Xana",1988-08-29,Female,US Citizen,African American,KY,40220,Married,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Website Banner Ads,Active,2016-01-09,,N/A
1502072711,"Riordan, Michael",1968-01-15,Male,US Citizen,White,ND,58782,Separated,Sales,Lynn Daneault,Area Sales Manager,4,Exceeds,55,Billboard,Active,2010-01-09,,N/A
1411071295,"Strong, Caitrin",1989-05-12,Female,US Citizen,African American,MT,59102,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,54,Professional Society,Active,2014-09-27,,N/A
1401064637,"Terry, Sharlene",1965-05-07,Female,US Citizen,African American,OR,97756,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Monster.com,Active,2018-09-29,,N/A
1312063714,"Valentin,Jackie",1991-05-23,Female,US Citizen,Hispanic,AZ,85006,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Other,Active,2015-07-05,,N/A
1111030503,"Villanueva, Noah",1989-07-11,Male,US Citizen,Asian,ME,04063,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,56,Website Banner Ads,Active,2016-03-05,,N/A
1009021646,"Houlihan, Debra",1966-03-17,Female,US Citizen,White,RI,02908,Married,Sales,Janet King,Director of Sales,3,Fully Meets,60,MBTA ads,Active,2018-05-05,,N/A
1402065303,"Daneault, Lynn",1990-04-19,Female,US Citizen,White,VT,05473,Single,Sales,Debra Houlihan,Sales Manager,3,Fully Meets,54,Pay Per Click - Google,Active,2018-05-05,,N/A
1109029264,"Kampew, Donysha",1989-11-11,Female,US Citizen,White,PA,19444,Single,Sales,Debra Houlihan,Sales Manager,3,Fully Meets,60.25,Social Networks - Facebook Twitter etc,Voluntarily Terminated,2015-11-07,2018-04-24,No Return after Maternity Leave
1499902910,"Smith, John",1984-08-16,Male,US Citizen,African American,MA,01886,Divorced,Sales,Debra Houlihan,Sales Manager,2,Needs Improvement,56,Diversity Job Fair,Active,2018-05-18,,N/A
1107027358,"Andreola, Colby",1979-05-24,Female,US Citizen,White,MA,02110,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,47.6,Vendor Referral,Active,2018-11-10,,N/A
1101023577,"Carabbio, Judith",1987-04-05,Female,US Citizen,White,MA,02132,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,56,Pay Per Click - Google,Active,2017-11-11,,N/A
1203032498,"Del Bosque, Keyla",1979-07-05,Female,US Citizen,African American,MA,02176,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,57.12,Monster.com,Active,2016-01-09,,N/A
1401064670,"Exantus, Susan",1987-05-15,Female,US Citizen,African American,MA,01749,Married,Software Engineering,Alex Sweetwater,Software Engineer,2,Needs Improvement,48.5,Billboard,Terminated for Cause,2015-05-02,2017-06-05,Attitude
1303054625,"Martin, Sandra",1987-11-07,Female,US Citizen,Asian,MA,02135,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,55.51,Search Engine - Google Bing Yahoo,Active,2017-11-11,,N/A
1112030979,"Patronick, Luke",1979-02-20,Male,US Citizen,Asian,MA,01844,Single,Software Engineering,Alex Sweetwater,Software Engineer,4,Exceeds,52.25,Diversity Job Fair,Voluntarily Terminated,2015-11-07,2019-09-07,Another Position / Career Change
1012023185,"Saada, Adell",1986-07-24,Female,US Citizen,White,MA,02132,Married,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,49.25,Pay Per Click - Google,Active,2016-11-05,,N/A
1201031324,"Szabo, Andrew",1983-05-06,Male,US Citizen,White,MA,02140,Single,Software Engineering,Alex Sweetwater,Software Engineer,5,Exceptional,48,MBTA ads,Active,2018-07-07,,N/A
1102024057,"True, Edward",1983-06-14,Male,Non-Citizen,African American,MA,02451,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,45.42,Diversity Job Fair,Voluntarily Terminated,2017-02-18,2018-04-15,Medical Issues
1001644719,"Sweetwater, Alex",1966-11-22,Male,US Citizen,White,MA,02184,Single,Software Engineering,Jennifer Zamora,Software Engineering Manager,3,Fully Meets,27,Search Engine - Google Bing Yahoo,Active,2015-08-15,,N/A
1009919920,"Champaigne, Brian",1972-02-09,Male,US Citizen,White,MA,02045,Married,IT/IS,Jennifer Zamora,BI Director,3,Fully Meets,63.5,Professional Society,Active,2020-09-06,,N/A
1009919930,"Le, Binh",1987-06-14,Female,US Citizen,Asian,MA,01886,Single,IT/IS,Brian Champaigne,Senior BI Developer,3,Fully Meets,50.25,Indeed,Active,2020-10-02,,N/A
1009919940,"Rachael, Maggie",1980-05-12,Female,US Citizen,African American,MA,02110,Married,IT/IS,Brian Champaigne,BI Developer,3,Fully Meets,45,Indeed,Active,2020-10-02,,N/A
1009919950,"Roper, Katie",1972-11-21,Female,US Citizen,African American,MA,02056,Single,IT/IS,Brian Champaigne,Data Architect,3,Fully Meets,55,Indeed,Active,2021-01-07,,N/A
1009919960,"Navathe, Kurt",1970-04-25,Male,US Citizen,Asian,MA,02056,Single,IT/IS,Brian Champaigne,Senior BI Developer,3,Fully Meets,52.25,Indeed,Active,2021-02-10,,N/A
1009919970,"Wang, Charlie",1981-07-08,Male,US Citizen,Asian,MA,01887,Single,IT/IS,Brian Champaigne,Senior BI Developer,3,Fully Meets,51,Indeed,Active,2021-02-15,,N/A
1009919980,"Smith, Jason",1983-09-04,Male,US Citizen,White,MA,02045,Single,IT/IS,Brian Champaigne,BI Developer,3,Fully Meets,46,Indeed,Active,2021-02-15,,N/A
1009919990,"Westinghouse, Matthew",1987-10-24,Male,US Citizen,White,MA,02134,Married,IT/IS,Brian Champaigne,BI Developer,3,Fully Meets,45,Indeed,Active,2021-04-20,,N/A
1009920000,"Hubert, Robert",1989-06-30,Male,US Citizen,African American,MA,02134,Married,IT/IS,Brian Champaigne,BI Developer,3,Fully Meets,45,Indeed,Active,2021-04-20,,N/A
