Employee Number,Employee Name,Date of Birth,Sex,Citizenship,Race,State,Zip,Marital Status,Department,Manager Name,Position,Performance Rank,Performance Score,Pay Rate,Employee Source,Employment Status,Date of Hire,Date of Termination,Reason for Termination,age,worked
1011022777,"Thibaud, Kenneth",1975.9.16,Male,US Citizen,White,MA,2472,Widowed,Production,Webster Butler,Production Technician II,3,Fully Meets,23,Pay Per Click - Google,Voluntarily Terminated,2011.6.25,2014.8.30,Military,46,3
1107027551,"Trzeciak, Cybil",1985.3.15,Female,US Citizen,White,MA,1778,Single,Production,Amy Dunn,Production Technician II,3,Fully Meets,22,Vendor Referral,Voluntarily Terminated,2015.1.10,2016.7.2,Unhappy,36,1
1011022818,"Walker, Roger",1976.2.10,Male,US Citizen,African American,MA,2459,Single,Production,Ketsia Liebig,Production Technician II,3,Fully Meets,22,Employee Referral,Active,2018.8.18,,N/A,45,3
1405067188,"Winthrop, Jordan",1958.11.7,Male,US Citizen,White,MA,2045,Single,Production,Brannon Miller,Production Technician II,4,Exceeds,29,Professional Society,Voluntarily Terminated,2017.1.7,2020.2.21,Retire,63,3
1205033180,"Wolk, Hang  T",1985.4.20,Female,US Citizen,White,MA,2302,Single,Production,David Stanley,Production Technician II,3,Fully Meets,22,Newspager/Magazine,Active,2018.9.29,,N/A,36,3
1012023010,"Woodson, Jason",1985.5.11,Male,US Citizen,White,MA,1810,Single,Production,Kissy Sullivan,Production Technician II,3,Fully Meets,24.25,Vendor Referral,Active,2018.7.7,,N/A,36,3
1504073313,"Buck, Edward",1975.7.7,Male,US Citizen,White,MA,2330,Married,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Employee Referral,Active,2018.9.29,,N/A,46,3
1504073368,"Bunbury, Jessica",1964.6.1,Female,Eligible NonCitizen,African American,VA,21851,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Social Networks - Facebook Twitter etc,Voluntarily Terminated,2015.8.15,2018.8.2,Another Position / Career Change,57,3
1403065721,"Carter, Michelle",1963.5.15,Female,US Citizen,White,VT,5664,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Billboard,Active,2018.8.18,,N/A,58,3
1409070567,"Costa, Latia",1988.11.8,Female,US Citizen,White,CA,90007,Single,Sales,Lynn Daneault,Area Sales Manager,4,Exceeds,55,Other,Active,2015.1.10,,N/A,33,6
1408069481,"Dietrich, Jenna",1987.5.14,Female,US Citizen,White,WA,98052,Single,Sales,John Smith,Area Sales Manager,1,Performance Improvement Plan,55,Website Banner Ads,Active,2016.2.20,,N/A,34,5
1306059197,"Digitale, Alfred",1988.9.14,Male,US Citizen,Hispanic,NH,3062,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,56,Pay Per Click - Google,Active,2018.8.18,,N/A,33,3
1411071302,"Fraval, Maruk",1963.8.28,Male,US Citizen,African American,CT,6050,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Monster.com,Active,2015.9.6,,N/A,58,6
1204032843,"Friedman, Gerry",1969.2.24,Male,US Citizen,Hispanic,NY,10171,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,55.5,Diversity Job Fair,Active,2015.3.7,,N/A,52,6
1302053046,"Gill, Whitney",1971.7.10,Female,US Citizen,African American,OH,43050,Widowed,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Monster.com,Terminated for Cause,2018.7.7,2019.9.5,Attitude,50,1
1203032099,"Givens, Myriam",1989.9.22,Female,US Citizen,White,IN,46204,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Pay Per Click - Google,Active,2019.2.16,,N/A,32,2
1411071481,"Gonzales, Ricardo",1954.10.12,Male,US Citizen,White,ID,83706,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,55.5,Monster.com,Active,2018.5.12,,N/A,67,3
1001167253,"Guilianno, Mike",1969.2.9,Male,US Citizen,Hispanic,TN,37129,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Newspager/Magazine,Voluntarily Terminated,2015.3.7,2018.10.31,Relocation out of Area,52,3
1001084890,Jeremy Prater,1974.5.9,Male,US Citizen,White,NV,89139,Married,Sales,Lynn Daneault,Area Sales Manager,1,Performance Improvement Plan,56,Website Banner Ads,Active,2018.5.12,,N/A,47,3
1104025008,"Khemmich, Bartholemew",1979.11.27,Male,US Citizen,White,CO,80820,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Pay Per Click - Google,Active,2017.8.19,,N/A,42,4
1412071660,"Leruth, Giovanni",1988.12.27,Male,US Citizen,African American,UT,84111,Separated,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Website Banner Ads,Active,2016.4.30,,N/A,33,5
1209048771,"Martins, Joseph",1970.6.11,Male,Eligible NonCitizen,African American,TX,78207,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,56,Employee Referral,Active,2016.5.14,,N/A,51,5
1209049326,"McKinzie, Jac",1984.7.1,Male,US Citizen,Hispanic,TX,78789,Married,Sales,Lynn Daneault,Area Sales Manager,0,N/A,55,Website Banner Ads,Active,2020.7.6,,N/A,37,1
1306057978,"Mullaney, Howard",1975.11.2,Male,US Citizen,Hispanic,AL,36006,Single,Sales,John Smith,Area Sales Manager,2,Needs Improvement,55,Internet Search,Active,2018.9.29,,N/A,46,3
1111030684,"Nguyen, Dheepa",1989.3.31,Female,US Citizen,Hispanic,GA,30428,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Pay Per Click - Google,Active,2017.7.8,,N/A,32,4
1501072180,"Onque, Jasmine",1990.5.11,Female,US Citizen,White,FL,33174,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,57,Pay Per Click - Google,Active,2017.9.30,,N/A,31,4
812011761,"Ozark, Travis",1982.5.19,Male,US Citizen,White,NC,27229,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Website Banner Ads,Active,2019.1.5,,N/A,39,2
1102024106,"Potts, Xana",1988.8.29,Female,US Citizen,African American,KY,40220,Married,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Website Banner Ads,Active,2016.1.9,,N/A,33,5
1502072711,"Riordan, Michael",1968.1.15,Male,US Citizen,White,ND,58782,Separated,Sales,Lynn Daneault,Area Sales Manager,4,Exceeds,55,Billboard,Active,2010.1.9,,N/A,53,11
1411071295,"Strong, Caitrin",1989.5.12,Female,US Citizen,African American,MT,59102,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,54,Professional Society,Active,2014.9.27,,N/A,32,7
1401064637,"Terry, Sharlene",1965.5.7,Female,US Citizen,African American,OR,97756,Single,Sales,Lynn Daneault,Area Sales Manager,3,Fully Meets,55,Monster.com,Active,2018.9.29,,N/A,56,3
1312063714,"Valentin,Jackie",1991.5.23,Female,US Citizen,Hispanic,AZ,85006,Married,Sales,John Smith,Area Sales Manager,3,Fully Meets,55,Other,Active,2015.7.5,,N/A,30,6
1111030503,"Villanueva, Noah",1989.7.11,Male,US Citizen,Asian,ME,4063,Single,Sales,John Smith,Area Sales Manager,3,Fully Meets,56,Website Banner Ads,Active,2016.3.5,,N/A,32,5
1009021646,"Houlihan, Debra",1966.3.17,Female,US Citizen,White,RI,2908,Married,Sales,Janet King,Director of Sales,3,Fully Meets,60,MBTA ads,Active,2018.5.5,,N/A,55,3
1402065303,"Daneault, Lynn",1990.4.19,Female,US Citizen,White,VT,5473,Single,Sales,Debra Houlihan,Sales Manager,3,Fully Meets,54,Pay Per Click - Google,Active,2018.5.5,,N/A,31,3
1109029264,"Kampew, Donysha",1989.11.11,Female,US Citizen,White,PA,19444,Single,Sales,Debra Houlihan,Sales Manager,3,Fully Meets,60.25,Social Networks - Facebook Twitter etc,Voluntarily Terminated,2015.11.7,2018.4.24,No Return after Maternity Leave,32,3
1499902910,"Smith, John",1984.8.16,Male,US Citizen,African American,MA,1886,Divorced,Sales,Debra Houlihan,Sales Manager,2,Needs Improvement,56,Diversity Job Fair,Active,2018.5.18,,N/A,37,3
1107027358,"Andreola, Colby",1979.5.24,Female,US Citizen,White,MA,2110,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,47.6,Vendor Referral,Active,2018.11.10,,N/A,42,3
1101023577,"Carabbio, Judith",1987.4.5,Female,US Citizen,White,MA,2132,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,56,Pay Per Click - Google,Active,2017.11.11,,N/A,34,4
1203032498,"Del Bosque, Keyla",1979.7.5,Female,US Citizen,African American,MA,2176,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,57.12,Monster.com,Active,2016.1.9,,N/A,42,5
1401064670,"Exantus, Susan",1987.5.15,Female,US Citizen,African American,MA,1749,Married,Software Engineering,Alex Sweetwater,Software Engineer,2,Needs Improvement,48.5,Billboard,Terminated for Cause,2015.5.2,2017.6.5,Attitude,34,2
1303054625,"Martin, Sandra",1987.11.7,Female,US Citizen,Asian,MA,2135,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,55.51,Search Engine - Google Bing Yahoo,Active,2017.11.11,,N/A,34,4
1112030979,"Patronick, Luke",1979.2.20,Male,US Citizen,Asian,MA,1844,Single,Software Engineering,Alex Sweetwater,Software Engineer,4,Exceeds,52.25,Diversity Job Fair,Voluntarily Terminated,2015.11.7,2019.9.7,Another Position / Career Change,42,4
1012023185,"Saada, Adell",1986.7.24,Female,US Citizen,White,MA,2132,Married,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,49.25,Pay Per Click - Google,Active,2016.11.5,,N/A,35,5
1201031324,"Szabo, Andrew",1983.5.6,Male,US Citizen,White,MA,2140,Single,Software Engineering,Alex Sweetwater,Software Engineer,5,Exceptional,48,MBTA ads,Active,2018.7.7,,N/A,38,3
1102024057,"True, Edward",1983.6.14,Male,Non-Citizen,African American,MA,2451,Single,Software Engineering,Alex Sweetwater,Software Engineer,3,Fully Meets,45.42,Diversity Job Fair,Voluntarily Terminated,2017.2.18,2018.4.15,Medical Issues,38,1
1001644719,"Sweetwater, Alex",1966.11.22,Male,US Citizen,White,MA,2184,Single,Software Engineering,Jennifer Zamora,Software Engineering Manager,3,Fully Meets,27,Search Engine - Google Bing Yahoo,Active,2015.8.15,,N/A,55,6
1009919920,"Champaigne, Brian",1972.2.9,Male,US Citizen,White,MA,2045,Married,IT/IS,Jennifer Zamora,BI Director,3,Fully Meets,63.5,Professional Society,Active,2020.9.6,,N/A,49,1
1009919930,"Le, Binh",1987.6.14,Female,US Citizen,Asian,MA,1886,Single,IT/IS,Brian Champaigne,Senior BI Developer,3,Fully Meets,50.25,Indeed,Active,2020.10.2,,N/A,34,1
1009919940,"Rachael, Maggie",1980.5.12,Female,US Citizen,African American,MA,2110,Married,IT/IS,Brian Champaigne,BI Developer,3,Fully Meets,45,Indeed,Active,2020.10.2,,N/A,41,1
1009919950,"Roper, Katie",1972.11.21,Female,US Citizen,African American,MA,2056,Single,IT/IS,Brian Champaigne,Data Architect,3,Fully Meets,55,Indeed,Active,2021.1.7,,N/A,49,0
1009919960,"Navathe, Kurt",1970.4.25,Male,US Citizen,Asian,MA,2056,Single,IT/IS,Brian Champaigne,Senior BI Developer,3,Fully Meets,52.25,Indeed,Active,2021.2.10,,N/A,51,0
1009919970,"Wang, Charlie",1981.7.8,Male,US Citizen,Asian,MA,1887,Single,IT/IS,Brian Champaigne,Senior BI Developer,3,Fully Meets,51,Indeed,Active,2021.2.15,,N/A,40,0
1009919980,"Smith, Jason",1983.9.4,Male,US Citizen,White,MA,2045,Single,IT/IS,Brian Champaigne,BI Developer,3,Fully Meets,46,Indeed,Active,2021.2.15,,N/A,38,0
1009919990,"Westinghouse, Matthew",1987.10.24,Male,US Citizen,White,MA,2134,Married,IT/IS,Brian Champaigne,BI Developer,3,Fully Meets,45,Indeed,Active,2021.4.20,,N/A,34,0
1009920000,"Hubert, Robert",1989.6.30,Male,US Citizen,African American,MA,2134,Married,IT/IS,Brian Champaigne,BI Developer,3,Fully Meets,45,Indeed,Active,2021.4.20,,N/A,32,0
